Plot Title: BT_TCMT40_1811_b,,,,,,,
Date,"Time, GMT-04:00","Temp, °C (LGR S/N: 20475597)",Coupler Detached (LGR S/N: 20475597),Coupler Attached (LGR S/N: 20475597),Host Connected (LGR S/N: 20475597),Stopped (LGR S/N: 20475597),End Of File (LGR S/N: 20475597)
11/2/2018,4:45:00,20.65,,,,,
11/2/2018,5:15:00,20.603,,,,,
11/2/2018,5:45:00,20.555,,,,,
11/2/2018,6:15:00,20.507,,,,,
11/2/2018,6:45:00,20.484,,,,,
11/2/2018,7:15:00,20.603,,,,,
11/2/2018,7:45:00,20.746,,,,,
11/2/2018,8:15:00,21.008,,,,,
11/2/2018,8:45:00,21.175,,,,,
11/2/2018,9:15:00,21.175,,,,,
11/2/2018,9:45:00,21.342,,,,,
11/2/2018,10:15:00,21.557,,,,,
11/2/2018,10:45:00,21.628,,,,,
11/2/2018,11:15:00,21.652,,,,,
11/2/2018,11:45:00,21.652,,,,,
11/2/2018,12:15:00,21.652,,,,,
11/2/2018,12:45:00,21.628,,,,,
11/2/2018,13:15:00,21.628,,,,,
11/2/2018,13:45:00,21.652,,,,,
11/2/2018,14:15:00,21.628,,,,,
11/2/2018,14:45:00,21.581,,,,,
11/2/2018,15:15:00,21.581,,,,,
11/2/2018,15:45:00,21.581,,,,,
11/2/2018,16:15:00,21.604,,,,,
11/2/2018,16:45:00,21.604,,,,,
11/2/2018,17:15:00,22.154,,,,,
11/2/2018,17:45:00,22.705,,,,,
11/2/2018,18:15:00,22.872,,,,,
11/2/2018,18:45:00,22.776,,,,,
11/2/2018,19:15:00,22.513,,,,,
11/2/2018,19:45:00,22.202,,,,,
11/2/2018,20:15:00,21.843,,,,,
11/2/2018,20:45:00,20.793,,,,,
11/2/2018,21:15:00,20.674,,,,,
11/2/2018,21:45:00,20.317,,,,,
11/2/2018,22:15:00,20.436,,,,,
11/2/2018,22:45:00,20.388,,,,,
11/2/2018,23:15:00,20.603,,,,,
11/2/2018,23:45:00,20.436,,,,,
11/3/2018,0:15:00,20.388,,,,,
11/3/2018,0:45:00,20.341,,,,,
11/3/2018,1:15:00,20.365,,,,,
11/3/2018,1:45:00,20.484,,,,,
11/3/2018,2:15:00,20.531,,,,,
11/3/2018,2:45:00,20.698,,,,,
11/3/2018,3:15:00,20.579,,,,,
11/3/2018,3:45:00,20.579,,,,,
11/3/2018,4:15:00,20.674,,,,,
11/3/2018,4:45:00,20.579,,,,,
11/3/2018,5:15:00,20.603,,,,,
11/3/2018,5:45:00,20.722,,,,,
11/3/2018,6:15:00,20.674,,,,,
11/3/2018,6:45:00,20.722,,,,,
11/3/2018,7:15:00,21.056,,,,,
11/3/2018,7:45:00,21.103,,,,,
11/3/2018,8:15:00,21.795,,,,,
11/3/2018,8:45:00,26.109,,,,,
11/3/2018,9:15:00,27.505,,,,,
11/3/2018,9:45:00,27.579,,,,,
11/3/2018,10:15:00,27.481,,,,,
11/3/2018,10:45:00,27.481,,,,,
11/3/2018,11:15:00,27.308,,,,,
11/3/2018,11:45:00,28.965,,,,,
11/3/2018,12:15:00,28.791,,,,,
11/3/2018,12:45:00,28.841,,,,,
11/3/2018,13:15:00,28.916,,,,,
11/3/2018,13:45:00,28.941,,,,,
11/3/2018,14:15:00,28.941,,,,,
11/3/2018,14:45:00,28.941,,,,,
11/3/2018,15:15:00,28.941,,,,,
11/3/2018,15:45:00,28.916,,,,,
11/3/2018,16:15:00,28.891,,,,,
11/3/2018,16:45:00,28.866,,,,,
11/3/2018,17:15:00,28.866,,,,,
11/3/2018,17:45:00,28.866,,,,,
11/3/2018,18:15:00,28.866,,,,,
11/3/2018,18:45:00,28.866,,,,,
11/3/2018,19:15:00,28.816,,,,,
11/3/2018,19:45:00,28.816,,,,,
11/3/2018,20:15:00,28.841,,,,,
11/3/2018,20:45:00,28.816,,,,,
11/3/2018,21:15:00,28.791,,,,,
11/3/2018,21:45:00,28.941,,,,,
11/3/2018,22:15:00,28.941,,,,,
11/3/2018,22:45:00,28.916,,,,,
11/3/2018,23:15:00,28.916,,,,,
11/3/2018,23:45:00,28.816,,,,,
11/4/2018,0:15:00,28.916,,,,,
11/4/2018,0:45:00,28.891,,,,,
11/4/2018,1:15:00,28.816,,,,,
11/4/2018,1:45:00,28.791,,,,,
11/4/2018,2:15:00,28.891,,,,,
11/4/2018,2:45:00,28.816,,,,,
11/4/2018,3:15:00,28.841,,,,,
11/4/2018,3:45:00,28.866,,,,,
11/4/2018,4:15:00,28.916,,,,,
11/4/2018,4:45:00,28.891,,,,,
11/4/2018,5:15:00,28.766,,,,,
11/4/2018,5:45:00,28.791,,,,,
11/4/2018,6:15:00,28.766,,,,,
11/4/2018,6:45:00,28.791,,,,,
11/4/2018,7:15:00,28.841,,,,,
11/4/2018,7:45:00,28.816,,,,,
11/4/2018,8:15:00,28.841,,,,,
11/4/2018,8:45:00,28.866,,,,,
11/4/2018,9:15:00,28.866,,,,,
11/4/2018,9:45:00,28.866,,,,,
11/4/2018,10:15:00,28.866,,,,,
11/4/2018,10:45:00,28.866,,,,,
11/4/2018,11:15:00,28.841,,,,,
11/4/2018,11:45:00,28.916,,,,,
11/4/2018,12:15:00,28.891,,,,,
11/4/2018,12:45:00,28.866,,,,,
11/4/2018,13:15:00,28.891,,,,,
11/4/2018,13:45:00,28.891,,,,,
11/4/2018,14:15:00,28.841,,,,,
11/4/2018,14:45:00,28.916,,,,,
11/4/2018,15:15:00,28.891,,,,,
11/4/2018,15:45:00,28.866,,,,,
11/4/2018,16:15:00,28.866,,,,,
11/4/2018,16:45:00,28.841,,,,,
11/4/2018,17:15:00,28.841,,,,,
11/4/2018,17:45:00,28.841,,,,,
11/4/2018,18:15:00,28.841,,,,,
11/4/2018,18:45:00,28.866,,,,,
11/4/2018,19:15:00,28.866,,,,,
11/4/2018,19:45:00,28.891,,,,,
11/4/2018,20:15:00,28.816,,,,,
11/4/2018,20:45:00,28.841,,,,,
11/4/2018,21:15:00,28.891,,,,,
11/4/2018,21:45:00,28.891,,,,,
11/4/2018,22:15:00,28.841,,,,,
11/4/2018,22:45:00,28.816,,,,,
11/4/2018,23:15:00,28.891,,,,,
11/4/2018,23:45:00,28.891,,,,,
11/5/2018,0:15:00,28.891,,,,,
11/5/2018,0:45:00,28.891,,,,,
11/5/2018,1:15:00,28.891,,,,,
11/5/2018,1:45:00,28.891,,,,,
11/5/2018,2:15:00,28.866,,,,,
11/5/2018,2:45:00,28.841,,,,,
11/5/2018,3:15:00,28.816,,,,,
11/5/2018,3:45:00,28.816,,,,,
11/5/2018,4:15:00,28.816,,,,,
11/5/2018,4:45:00,28.791,,,,,
11/5/2018,5:15:00,28.766,,,,,
11/5/2018,5:45:00,28.766,,,,,
11/5/2018,6:15:00,28.766,,,,,
11/5/2018,6:45:00,28.791,,,,,
11/5/2018,7:15:00,28.791,,,,,
11/5/2018,7:45:00,28.791,,,,,
11/5/2018,8:15:00,28.791,,,,,
11/5/2018,8:45:00,28.717,,,,,
11/5/2018,9:15:00,28.766,,,,,
11/5/2018,9:45:00,28.766,,,,,
11/5/2018,10:15:00,28.766,,,,,
11/5/2018,10:45:00,28.766,,,,,
11/5/2018,11:15:00,28.742,,,,,
11/5/2018,11:45:00,28.766,,,,,
11/5/2018,12:15:00,28.791,,,,,
11/5/2018,12:45:00,28.766,,,,,
11/5/2018,13:15:00,28.766,,,,,
11/5/2018,13:45:00,28.742,,,,,
11/5/2018,14:15:00,28.717,,,,,
11/5/2018,14:45:00,28.717,,,,,
11/5/2018,15:15:00,28.816,,,,,
11/5/2018,15:45:00,28.816,,,,,
11/5/2018,16:15:00,28.766,,,,,
11/5/2018,16:45:00,28.791,,,,,
11/5/2018,17:15:00,28.791,,,,,
11/5/2018,17:45:00,28.717,,,,,
11/5/2018,18:15:00,28.742,,,,,
11/5/2018,18:45:00,28.766,,,,,
11/5/2018,19:15:00,28.717,,,,,
11/5/2018,19:45:00,28.717,,,,,
11/5/2018,20:15:00,28.717,,,,,
11/5/2018,20:45:00,28.742,,,,,
11/5/2018,21:15:00,28.717,,,,,
11/5/2018,21:45:00,28.667,,,,,
11/5/2018,22:15:00,28.667,,,,,
11/5/2018,22:45:00,28.742,,,,,
11/5/2018,23:15:00,28.742,,,,,
11/5/2018,23:45:00,28.717,,,,,
11/6/2018,0:15:00,28.742,,,,,
11/6/2018,0:45:00,28.692,,,,,
11/6/2018,1:15:00,28.692,,,,,
11/6/2018,1:45:00,28.742,,,,,
11/6/2018,2:15:00,28.766,,,,,
11/6/2018,2:45:00,28.692,,,,,
11/6/2018,3:15:00,28.692,,,,,
11/6/2018,3:45:00,28.791,,,,,
11/6/2018,4:15:00,28.742,,,,,
11/6/2018,4:45:00,28.766,,,,,
11/6/2018,5:15:00,28.742,,,,,
11/6/2018,5:45:00,28.717,,,,,
11/6/2018,6:15:00,28.742,,,,,
11/6/2018,6:45:00,28.766,,,,,
11/6/2018,7:15:00,28.742,,,,,
11/6/2018,7:45:00,28.742,,,,,
11/6/2018,8:15:00,28.742,,,,,
11/6/2018,8:45:00,28.518,,,,,
11/6/2018,9:15:00,28.742,,,,,
11/6/2018,9:45:00,28.742,,,,,
11/6/2018,10:15:00,28.667,,,,,
11/6/2018,10:45:00,28.742,,,,,
11/6/2018,11:15:00,28.717,,,,,
11/6/2018,11:45:00,28.742,,,,,
11/6/2018,12:15:00,28.766,,,,,
11/6/2018,12:45:00,28.667,,,,,
11/6/2018,13:15:00,28.766,,,,,
11/6/2018,13:45:00,28.766,,,,,
11/6/2018,14:15:00,28.766,,,,,
11/6/2018,14:45:00,28.766,,,,,
11/6/2018,15:15:00,28.742,,,,,
11/6/2018,15:45:00,28.742,,,,,
11/6/2018,16:15:00,28.791,,,,,
11/6/2018,16:45:00,28.742,,,,,
11/6/2018,17:15:00,28.766,,,,,
11/6/2018,17:45:00,28.766,,,,,
11/6/2018,18:15:00,28.791,,,,,
11/6/2018,18:45:00,28.766,,,,,
11/6/2018,19:15:00,28.766,,,,,
11/6/2018,19:45:00,28.742,,,,,
11/6/2018,20:15:00,28.742,,,,,
11/6/2018,20:45:00,28.766,,,,,
11/6/2018,21:15:00,28.717,,,,,
11/6/2018,21:45:00,28.667,,,,,
11/6/2018,22:15:00,28.742,,,,,
11/6/2018,22:45:00,28.742,,,,,
11/6/2018,23:15:00,28.766,,,,,
11/6/2018,23:45:00,28.791,,,,,
11/7/2018,0:15:00,28.742,,,,,
11/7/2018,0:45:00,28.717,,,,,
11/7/2018,1:15:00,28.766,,,,,
11/7/2018,1:45:00,28.791,,,,,
11/7/2018,2:15:00,28.692,,,,,
11/7/2018,2:45:00,28.742,,,,,
11/7/2018,3:15:00,28.742,,,,,
11/7/2018,3:45:00,28.742,,,,,
11/7/2018,4:15:00,28.692,,,,,
11/7/2018,4:45:00,28.766,,,,,
11/7/2018,5:15:00,28.791,,,,,
11/7/2018,5:45:00,28.791,,,,,
11/7/2018,6:15:00,28.791,,,,,
11/7/2018,6:45:00,28.791,,,,,
11/7/2018,7:15:00,28.791,,,,,
11/7/2018,7:45:00,28.791,,,,,
11/7/2018,8:15:00,28.791,,,,,
11/7/2018,8:45:00,28.791,,,,,
11/7/2018,9:15:00,28.791,,,,,
11/7/2018,9:45:00,28.766,,,,,
11/7/2018,10:15:00,28.791,,,,,
11/7/2018,10:45:00,28.791,,,,,
11/7/2018,11:15:00,28.791,,,,,
11/7/2018,11:45:00,28.791,,,,,
11/7/2018,12:15:00,28.791,,,,,
11/7/2018,12:45:00,28.816,,,,,
11/7/2018,13:15:00,28.717,,,,,
11/7/2018,13:45:00,28.717,,,,,
11/7/2018,14:15:00,28.642,,,,,
11/7/2018,14:45:00,28.617,,,,,
11/7/2018,15:15:00,28.667,,,,,
11/7/2018,15:45:00,28.667,,,,,
11/7/2018,16:15:00,28.742,,,,,
11/7/2018,16:45:00,28.717,,,,,
11/7/2018,17:15:00,28.742,,,,,
11/7/2018,17:45:00,28.816,,,,,
11/7/2018,18:15:00,28.816,,,,,
11/7/2018,18:45:00,28.766,,,,,
11/7/2018,19:15:00,28.791,,,,,
11/7/2018,19:45:00,28.816,,,,,
11/7/2018,20:15:00,28.667,,,,,
11/7/2018,20:45:00,28.642,,,,,
11/7/2018,21:15:00,28.692,,,,,
11/7/2018,21:45:00,28.692,,,,,
11/7/2018,22:15:00,28.717,,,,,
11/7/2018,22:45:00,28.766,,,,,
11/7/2018,23:15:00,28.766,,,,,
11/7/2018,23:45:00,28.717,,,,,
11/8/2018,0:15:00,28.742,,,,,
11/8/2018,0:45:00,28.717,,,,,
11/8/2018,1:15:00,28.791,,,,,
11/8/2018,1:45:00,28.692,,,,,
11/8/2018,2:15:00,28.692,,,,,
11/8/2018,2:45:00,28.742,,,,,
11/8/2018,3:15:00,28.742,,,,,
11/8/2018,3:45:00,28.692,,,,,
11/8/2018,4:15:00,28.692,,,,,
11/8/2018,4:45:00,28.692,,,,,
11/8/2018,5:15:00,28.667,,,,,
11/8/2018,5:45:00,28.742,,,,,
11/8/2018,6:15:00,28.667,,,,,
11/8/2018,6:45:00,28.766,,,,,
11/8/2018,7:15:00,28.717,,,,,
11/8/2018,7:45:00,28.816,,,,,
11/8/2018,8:15:00,28.816,,,,,
11/8/2018,8:45:00,28.717,,,,,
11/8/2018,9:15:00,28.742,,,,,
11/8/2018,9:45:00,28.816,,,,,
11/8/2018,10:15:00,28.742,,,,,
11/8/2018,10:45:00,28.742,,,,,
11/8/2018,11:15:00,28.667,,,,,
11/8/2018,11:45:00,28.742,,,,,
11/8/2018,12:15:00,28.667,,,,,
11/8/2018,12:45:00,28.667,,,,,
11/8/2018,13:15:00,28.692,,,,,
11/8/2018,13:45:00,28.667,,,,,
11/8/2018,14:15:00,28.568,,,,,
11/8/2018,14:45:00,28.692,,,,,
11/8/2018,15:15:00,28.642,,,,,
11/8/2018,15:45:00,28.692,,,,,
11/8/2018,16:15:00,28.642,,,,,
11/8/2018,16:45:00,28.543,,,,,
11/8/2018,17:15:00,28.518,,,,,
11/8/2018,17:45:00,28.543,,,,,
11/8/2018,18:15:00,28.543,,,,,
11/8/2018,18:45:00,28.617,,,,,
11/8/2018,19:15:00,28.667,,,,,
11/8/2018,19:45:00,28.742,,,,,
11/8/2018,20:15:00,28.692,,,,,
11/8/2018,20:45:00,28.692,,,,,
11/8/2018,21:15:00,28.791,,,,,
11/8/2018,21:45:00,28.766,,,,,
11/8/2018,22:15:00,28.742,,,,,
11/8/2018,22:45:00,28.791,,,,,
11/8/2018,23:15:00,28.766,,,,,
11/8/2018,23:45:00,28.742,,,,,
11/9/2018,0:15:00,28.791,,,,,
11/9/2018,0:45:00,28.791,,,,,
11/9/2018,1:15:00,28.766,,,,,
11/9/2018,1:45:00,28.742,,,,,
11/9/2018,2:15:00,28.667,,,,,
11/9/2018,2:45:00,28.791,,,,,
11/9/2018,3:15:00,28.543,,,,,
11/9/2018,3:45:00,28.568,,,,,
11/9/2018,4:15:00,28.468,,,,,
11/9/2018,4:45:00,28.742,,,,,
11/9/2018,5:15:00,28.518,,,,,
11/9/2018,5:45:00,28.642,,,,,
11/9/2018,6:15:00,28.568,,,,,
11/9/2018,6:45:00,28.717,,,,,
11/9/2018,7:15:00,28.766,,,,,
11/9/2018,7:45:00,28.791,,,,,
11/9/2018,8:15:00,28.742,,,,,
11/9/2018,8:45:00,28.791,,,,,
11/9/2018,9:15:00,28.791,,,,,
11/9/2018,9:45:00,28.816,,,,,
11/9/2018,10:15:00,28.791,,,,,
11/9/2018,10:45:00,28.791,,,,,
11/9/2018,11:15:00,28.791,,,,,
11/9/2018,11:45:00,28.816,,,,,
11/9/2018,12:15:00,28.816,,,,,
11/9/2018,12:45:00,28.791,,,,,
11/9/2018,13:15:00,28.717,,,,,
11/9/2018,13:45:00,28.742,,,,,
11/9/2018,14:15:00,28.667,,,,,
11/9/2018,14:45:00,28.791,,,,,
11/9/2018,15:15:00,28.742,,,,,
11/9/2018,15:45:00,28.667,,,,,
11/9/2018,16:15:00,28.717,,,,,
11/9/2018,16:45:00,28.568,,,,,
11/9/2018,17:15:00,28.593,,,,,
11/9/2018,17:45:00,28.593,,,,,
11/9/2018,18:15:00,28.593,,,,,
11/9/2018,18:45:00,28.617,,,,,
11/9/2018,19:15:00,28.642,,,,,
11/9/2018,19:45:00,28.667,,,,,
11/9/2018,20:15:00,28.593,,,,,
11/9/2018,20:45:00,28.593,,,,,
11/9/2018,21:15:00,28.667,,,,,
11/9/2018,21:45:00,28.593,,,,,
11/9/2018,22:15:00,28.742,,,,,
11/9/2018,22:45:00,28.742,,,,,
11/9/2018,23:15:00,28.617,,,,,
11/9/2018,23:45:00,28.617,,,,,
11/10/2018,0:15:00,28.742,,,,,
11/10/2018,0:45:00,28.742,,,,,
11/10/2018,1:15:00,28.742,,,,,
11/10/2018,1:45:00,28.766,,,,,
11/10/2018,2:15:00,28.742,,,,,
11/10/2018,2:45:00,28.568,,,,,
11/10/2018,3:15:00,28.667,,,,,
11/10/2018,3:45:00,28.742,,,,,
11/10/2018,4:15:00,28.667,,,,,
11/10/2018,4:45:00,28.642,,,,,
11/10/2018,5:15:00,28.593,,,,,
11/10/2018,5:45:00,28.742,,,,,
11/10/2018,6:15:00,28.766,,,,,
11/10/2018,6:45:00,28.568,,,,,
11/10/2018,7:15:00,28.518,,,,,
11/10/2018,7:45:00,28.518,,,,,
11/10/2018,8:15:00,28.543,,,,,
11/10/2018,8:45:00,28.568,,,,,
11/10/2018,9:15:00,28.543,,,,,
11/10/2018,9:45:00,28.518,,,,,
11/10/2018,10:15:00,28.518,,,,,
11/10/2018,10:45:00,28.617,,,,,
11/10/2018,11:15:00,28.617,,,,,
11/10/2018,11:45:00,28.692,,,,,
11/10/2018,12:15:00,28.742,,,,,
11/10/2018,12:45:00,28.742,,,,,
11/10/2018,13:15:00,28.717,,,,,
11/10/2018,13:45:00,28.667,,,,,
11/10/2018,14:15:00,28.692,,,,,
11/10/2018,14:45:00,28.667,,,,,
11/10/2018,15:15:00,28.642,,,,,
11/10/2018,15:45:00,28.617,,,,,
11/10/2018,16:15:00,28.667,,,,,
11/10/2018,16:45:00,28.667,,,,,
11/10/2018,17:15:00,28.518,,,,,
11/10/2018,17:45:00,28.642,,,,,
11/10/2018,18:15:00,28.667,,,,,
11/10/2018,18:45:00,28.593,,,,,
11/10/2018,19:15:00,28.568,,,,,
11/10/2018,19:45:00,28.568,,,,,
11/10/2018,20:15:00,28.568,,,,,
11/10/2018,20:45:00,28.543,,,,,
11/10/2018,21:15:00,28.568,,,,,
11/10/2018,21:45:00,28.642,,,,,
11/10/2018,22:15:00,28.543,,,,,
11/10/2018,22:45:00,28.543,,,,,
11/10/2018,23:15:00,28.742,,,,,
11/10/2018,23:45:00,28.667,,,,,
11/11/2018,0:15:00,28.617,,,,,
11/11/2018,0:45:00,28.692,,,,,
11/11/2018,1:15:00,28.717,,,,,
11/11/2018,1:45:00,28.568,,,,,
11/11/2018,2:15:00,28.568,,,,,
11/11/2018,2:45:00,28.742,,,,,
11/11/2018,3:15:00,28.468,,,,,
11/11/2018,3:45:00,28.468,,,,,
11/11/2018,4:15:00,28.468,,,,,
11/11/2018,4:45:00,28.468,,,,,
11/11/2018,5:15:00,28.468,,,,,
11/11/2018,5:45:00,28.468,,,,,
11/11/2018,6:15:00,28.518,,,,,
11/11/2018,6:45:00,28.493,,,,,
11/11/2018,7:15:00,28.468,,,,,
11/11/2018,7:45:00,28.493,,,,,
11/11/2018,8:15:00,28.493,,,,,
11/11/2018,8:45:00,28.493,,,,,
11/11/2018,9:15:00,28.593,,,,,
11/11/2018,9:45:00,28.568,,,,,
11/11/2018,10:15:00,28.593,,,,,
11/11/2018,10:45:00,28.642,,,,,
11/11/2018,11:15:00,28.593,,,,,
11/11/2018,11:45:00,28.593,,,,,
11/11/2018,12:15:00,28.593,,,,,
11/11/2018,12:45:00,28.692,,,,,
11/11/2018,13:15:00,28.642,,,,,
11/11/2018,13:45:00,28.493,,,,,
11/11/2018,14:15:00,28.493,,,,,
11/11/2018,14:45:00,28.493,,,,,
11/11/2018,15:15:00,28.493,,,,,
11/11/2018,15:45:00,28.493,,,,,
11/11/2018,16:15:00,28.518,,,,,
11/11/2018,16:45:00,28.543,,,,,
11/11/2018,17:15:00,28.518,,,,,
11/11/2018,17:45:00,28.518,,,,,
11/11/2018,18:15:00,28.543,,,,,
11/11/2018,18:45:00,28.543,,,,,
11/11/2018,19:15:00,28.543,,,,,
11/11/2018,19:45:00,28.518,,,,,
11/11/2018,20:15:00,28.518,,,,,
11/11/2018,20:45:00,28.493,,,,,
11/11/2018,21:15:00,28.468,,,,,
11/11/2018,21:45:00,28.493,,,,,
11/11/2018,22:15:00,28.468,,,,,
11/11/2018,22:45:00,28.468,,,,,
11/11/2018,23:15:00,28.493,,,,,
11/11/2018,23:45:00,28.468,,,,,
11/12/2018,0:15:00,28.468,,,,,
11/12/2018,0:45:00,28.493,,,,,
11/12/2018,1:15:00,28.493,,,,,
11/12/2018,1:45:00,28.518,,,,,
11/12/2018,2:15:00,28.518,,,,,
11/12/2018,2:45:00,28.518,,,,,
11/12/2018,3:15:00,28.468,,,,,
11/12/2018,3:45:00,28.493,,,,,
11/12/2018,4:15:00,28.493,,,,,
11/12/2018,4:45:00,28.444,,,,,
11/12/2018,5:15:00,28.444,,,,,
11/12/2018,5:45:00,28.444,,,,,
11/12/2018,6:15:00,28.468,,,,,
11/12/2018,6:45:00,28.444,,,,,
11/12/2018,7:15:00,28.444,,,,,
11/12/2018,7:45:00,28.444,,,,,
11/12/2018,8:15:00,28.419,,,,,
11/12/2018,8:45:00,28.444,,,,,
11/12/2018,9:15:00,28.394,,,,,
11/12/2018,9:45:00,28.32,,,,,
11/12/2018,10:15:00,28.295,,,,,
11/12/2018,10:45:00,28.419,,,,,
11/12/2018,11:15:00,28.444,,,,,
11/12/2018,11:45:00,28.369,,,,,
11/12/2018,12:15:00,28.518,,,,,
11/12/2018,12:45:00,28.568,,,,,
11/12/2018,13:15:00,28.493,,,,,
11/12/2018,13:45:00,28.593,,,,,
11/12/2018,14:15:00,28.568,,,,,
11/12/2018,14:45:00,28.444,,,,,
11/12/2018,15:15:00,28.493,,,,,
11/12/2018,15:45:00,28.493,,,,,
11/12/2018,16:15:00,28.493,,,,,
11/12/2018,16:45:00,28.493,,,,,
11/12/2018,17:15:00,28.468,,,,,
11/12/2018,17:45:00,28.444,,,,,
11/12/2018,18:15:00,28.419,,,,,
11/12/2018,18:45:00,28.419,,,,,
11/12/2018,19:15:00,28.444,,,,,
11/12/2018,19:45:00,28.468,,,,,
11/12/2018,20:15:00,28.468,,,,,
11/12/2018,20:45:00,28.468,,,,,
11/12/2018,21:15:00,28.468,,,,,
11/12/2018,21:45:00,28.468,,,,,
11/12/2018,22:15:00,28.468,,,,,
11/12/2018,22:45:00,28.493,,,,,
11/12/2018,23:15:00,28.518,,,,,
11/12/2018,23:45:00,28.568,,,,,
11/13/2018,0:15:00,28.543,,,,,
11/13/2018,0:45:00,28.543,,,,,
11/13/2018,1:15:00,28.493,,,,,
11/13/2018,1:45:00,28.468,,,,,
11/13/2018,2:15:00,28.493,,,,,
11/13/2018,2:45:00,28.493,,,,,
11/13/2018,3:15:00,28.468,,,,,
11/13/2018,3:45:00,28.617,,,,,
11/13/2018,4:15:00,28.493,,,,,
11/13/2018,4:45:00,28.468,,,,,
11/13/2018,5:15:00,28.468,,,,,
11/13/2018,5:45:00,28.468,,,,,
11/13/2018,6:15:00,28.444,,,,,
11/13/2018,6:45:00,28.444,,,,,
11/13/2018,7:15:00,28.468,,,,,
11/13/2018,7:45:00,28.468,,,,,
11/13/2018,8:15:00,28.419,,,,,
11/13/2018,8:45:00,28.419,,,,,
11/13/2018,9:15:00,28.419,,,,,
11/13/2018,9:45:00,28.394,,,,,
11/13/2018,10:15:00,28.394,,,,,
11/13/2018,10:45:00,28.419,,,,,
11/13/2018,11:15:00,28.419,,,,,
11/13/2018,11:45:00,28.419,,,,,
11/13/2018,12:15:00,28.617,,,,,
11/13/2018,12:45:00,28.444,,,,,
11/13/2018,13:15:00,28.444,,,,,
11/13/2018,13:45:00,28.444,,,,,
11/13/2018,14:15:00,28.444,,,,,
11/13/2018,14:45:00,28.468,,,,,
11/13/2018,15:15:00,28.444,,,,,
11/13/2018,15:45:00,28.444,,,,,
11/13/2018,16:15:00,28.444,,,,,
11/13/2018,16:45:00,28.444,,,,,
11/13/2018,17:15:00,28.444,,,,,
11/13/2018,17:45:00,28.444,,,,,
11/13/2018,18:15:00,28.419,,,,,
11/13/2018,18:45:00,28.444,,,,,
11/13/2018,19:15:00,28.444,,,,,
11/13/2018,19:45:00,28.444,,,,,
11/13/2018,20:15:00,28.419,,,,,
11/13/2018,20:45:00,28.419,,,,,
11/13/2018,21:15:00,28.419,,,,,
11/13/2018,21:45:00,28.419,,,,,
11/13/2018,22:15:00,28.419,,,,,
11/13/2018,22:45:00,28.419,,,,,
11/13/2018,23:15:00,28.369,,,,,
11/13/2018,23:45:00,28.369,,,,,
11/14/2018,0:15:00,28.394,,,,,
11/14/2018,0:45:00,28.394,,,,,
11/14/2018,1:15:00,28.369,,,,,
11/14/2018,1:45:00,28.369,,,,,
11/14/2018,2:15:00,28.369,,,,,
11/14/2018,2:45:00,28.369,,,,,
11/14/2018,3:15:00,28.518,,,,,
11/14/2018,3:45:00,28.345,,,,,
11/14/2018,4:15:00,28.32,,,,,
11/14/2018,4:45:00,28.345,,,,,
11/14/2018,5:15:00,28.345,,,,,
11/14/2018,5:45:00,28.345,,,,,
11/14/2018,6:15:00,28.295,,,,,
11/14/2018,6:45:00,28.27,,,,,
11/14/2018,7:15:00,28.221,,,,,
11/14/2018,7:45:00,28.221,,,,,
