Number,Date Time UTC 4,Temperature
5127,1/13/19 19:30,26.451
5128,1/13/19 19:45,26.451
5129,1/13/19 20:00,26.451
5130,1/13/19 20:15,26.426
5131,1/13/19 20:30,26.426
5132,1/13/19 20:45,26.402
5133,1/13/19 21:00,26.402
5134,1/13/19 21:15,26.402
5135,1/13/19 21:30,26.402
5136,1/13/19 21:45,26.402
5137,1/13/19 22:00,26.402
5138,1/13/19 22:15,26.402
5139,1/13/19 22:30,26.402
5140,1/13/19 22:45,26.378
5141,1/13/19 23:00,26.378
5142,1/13/19 23:15,26.378
5143,1/13/19 23:30,26.378
5144,1/13/19 23:45,26.378
5145,1/14/19 00:00,26.378
5146,1/14/19 00:15,26.378
5147,1/14/19 00:30,26.353
5148,1/14/19 00:45,26.353
5149,1/14/19 01:00,26.353
5150,1/14/19 01:15,26.353
5151,1/14/19 01:30,26.353
5152,1/14/19 01:45,26.353
5153,1/14/19 02:00,26.353
5154,1/14/19 02:15,26.353
5155,1/14/19 02:30,26.353
5156,1/14/19 02:45,26.353
5157,1/14/19 03:00,26.353
5158,1/14/19 03:15,26.353
5159,1/14/19 03:30,26.353
5160,1/14/19 03:45,26.353
5161,1/14/19 04:00,26.353
5162,1/14/19 04:15,26.353
5163,1/14/19 04:30,26.353
5164,1/14/19 04:45,26.353
5165,1/14/19 05:00,26.353
5166,1/14/19 05:15,26.353
5167,1/14/19 05:30,26.329
5168,1/14/19 05:45,26.329
5169,1/14/19 06:00,26.329
5170,1/14/19 06:15,26.329
5171,1/14/19 06:30,26.329
5172,1/14/19 06:45,26.329
5173,1/14/19 07:00,26.304
5174,1/14/19 07:15,26.304
5175,1/14/19 07:30,26.304
5176,1/14/19 07:45,26.304
5177,1/14/19 08:00,26.304
5178,1/14/19 08:15,26.304
5179,1/14/19 08:30,26.329
5180,1/14/19 08:45,26.353
5181,1/14/19 09:00,26.353
5182,1/14/19 09:15,26.353
5183,1/14/19 09:30,26.378
5184,1/14/19 09:45,26.378
5185,1/14/19 10:00,26.353
5186,1/14/19 10:15,26.402
5187,1/14/19 10:30,26.426
5188,1/14/19 10:45,26.426
5189,1/14/19 11:00,26.451
5190,1/14/19 11:15,26.426
5191,1/14/19 11:30,26.402
5192,1/14/19 11:45,26.451
5193,1/14/19 12:00,26.426
5194,1/14/19 12:15,26.426
5195,1/14/19 12:30,26.402
5196,1/14/19 12:45,26.426
5197,1/14/19 13:00,26.426
5198,1/14/19 13:15,26.402
5199,1/14/19 13:30,26.426
5200,1/14/19 13:45,26.475
5201,1/14/19 14:00,26.451
5202,1/14/19 14:15,26.426
5203,1/14/19 14:30,26.451
5204,1/14/19 14:45,26.475
5205,1/14/19 15:00,26.451
5206,1/14/19 15:15,26.451
5207,1/14/19 15:30,26.451
5208,1/14/19 15:45,26.451
5209,1/14/19 16:00,26.451
5210,1/14/19 16:15,26.426
5211,1/14/19 16:30,26.426
5212,1/14/19 16:45,26.426
5213,1/14/19 17:00,26.426
5214,1/14/19 17:15,26.402
5215,1/14/19 17:30,26.402
5216,1/14/19 17:45,26.402
5217,1/14/19 18:00,26.402
5218,1/14/19 18:15,26.378
5219,1/14/19 18:30,26.378
5220,1/14/19 18:45,26.378
5221,1/14/19 19:00,26.378
5222,1/14/19 19:15,26.378
5223,1/14/19 19:30,26.378
5224,1/14/19 19:45,26.378
5225,1/14/19 20:00,26.378
5226,1/14/19 20:15,26.402
5227,1/14/19 20:30,26.402
5228,1/14/19 20:45,26.402
5229,1/14/19 21:00,26.402
5230,1/14/19 21:15,26.402
5231,1/14/19 21:30,26.402
5232,1/14/19 21:45,26.402
5233,1/14/19 22:00,26.402
5234,1/14/19 22:15,26.402
5235,1/14/19 22:30,26.402
5236,1/14/19 22:45,26.402
5237,1/14/19 23:00,26.402
5238,1/14/19 23:15,26.402
5239,1/14/19 23:30,26.402
5240,1/14/19 23:45,26.402
5241,1/15/19 00:00,26.402
5242,1/15/19 00:15,26.378
5243,1/15/19 00:30,26.378
5244,1/15/19 00:45,26.378
5245,1/15/19 01:00,26.378
5246,1/15/19 01:15,26.378
5247,1/15/19 01:30,26.378
5248,1/15/19 01:45,26.378
5249,1/15/19 02:00,26.378
5250,1/15/19 02:15,26.353
5251,1/15/19 02:30,26.353
5252,1/15/19 02:45,26.353
5253,1/15/19 03:00,26.353
5254,1/15/19 03:15,26.329
5255,1/15/19 03:30,26.329
5256,1/15/19 03:45,26.329
5257,1/15/19 04:00,26.329
5258,1/15/19 04:15,26.353
5259,1/15/19 04:30,26.353
5260,1/15/19 04:45,26.353
5261,1/15/19 05:00,26.353
5262,1/15/19 05:15,26.353
5263,1/15/19 05:30,26.353
5264,1/15/19 05:45,26.353
5265,1/15/19 06:00,26.353
5266,1/15/19 06:15,26.353
5267,1/15/19 06:30,26.353
5268,1/15/19 06:45,26.353
5269,1/15/19 07:00,26.353
5270,1/15/19 07:15,26.353
5271,1/15/19 07:30,26.378
5272,1/15/19 07:45,26.378
5273,1/15/19 08:00,26.378
5274,1/15/19 08:15,26.378
5275,1/15/19 08:30,26.402
5276,1/15/19 08:45,26.402
5277,1/15/19 09:00,26.426
5278,1/15/19 09:15,26.426
5279,1/15/19 09:30,26.451
5280,1/15/19 09:45,26.475
5281,1/15/19 10:00,26.5
5282,1/15/19 10:15,26.524
5283,1/15/19 10:30,26.524
5284,1/15/19 10:45,26.549
5285,1/15/19 11:00,26.549
5286,1/15/19 11:15,26.549
5287,1/15/19 11:30,26.549
5288,1/15/19 11:45,26.549
5289,1/15/19 12:00,26.549
5290,1/15/19 12:15,26.549
5291,1/15/19 12:30,26.573
5292,1/15/19 12:45,26.573
5293,1/15/19 13:00,26.549
5294,1/15/19 13:15,26.573
5295,1/15/19 13:30,26.549
5296,1/15/19 13:45,26.549
5297,1/15/19 14:00,26.573
5298,1/15/19 14:15,26.549
5299,1/15/19 14:30,26.573
5300,1/15/19 14:45,26.549
5301,1/15/19 15:00,26.573
5302,1/15/19 15:15,26.549
5303,1/15/19 15:30,26.549
5304,1/15/19 15:45,26.573
5305,1/15/19 16:00,26.549
5306,1/15/19 16:15,26.549
5307,1/15/19 16:30,26.524
5308,1/15/19 16:45,26.524
5309,1/15/19 17:00,26.5
5310,1/15/19 17:15,26.5
5311,1/15/19 17:30,26.475
5312,1/15/19 17:45,26.475
5313,1/15/19 18:00,26.451
5314,1/15/19 18:15,26.451
5315,1/15/19 18:30,26.451
5316,1/15/19 18:45,26.451
5317,1/15/19 19:00,26.426
5318,1/15/19 19:15,26.426
5319,1/15/19 19:30,26.426
5320,1/15/19 19:45,26.426
5321,1/15/19 20:00,26.402
5322,1/15/19 20:15,26.402
5323,1/15/19 20:30,26.402
5324,1/15/19 20:45,26.402
5325,1/15/19 21:00,26.402
5326,1/15/19 21:15,26.402
5327,1/15/19 21:30,26.402
5328,1/15/19 21:45,26.378
5329,1/15/19 22:00,26.402
5330,1/15/19 22:15,26.402
5331,1/15/19 22:30,26.378
5332,1/15/19 22:45,26.378
5333,1/15/19 23:00,26.402
5334,1/15/19 23:15,26.402
5335,1/15/19 23:30,26.402
5336,1/15/19 23:45,26.402
5337,1/16/19 00:00,26.402
5338,1/16/19 00:15,26.402
5339,1/16/19 00:30,26.402
5340,1/16/19 00:45,26.378
5341,1/16/19 01:00,26.353
5342,1/16/19 01:15,26.353
5343,1/16/19 01:30,26.353
5344,1/16/19 01:45,26.353
5345,1/16/19 02:00,26.353
5346,1/16/19 02:15,26.353
5347,1/16/19 02:30,26.353
5348,1/16/19 02:45,26.353
5349,1/16/19 03:00,26.329
5350,1/16/19 03:15,26.329
5351,1/16/19 03:30,26.329
5352,1/16/19 03:45,26.329
5353,1/16/19 04:00,26.329
5354,1/16/19 04:15,26.329
5355,1/16/19 04:30,26.353
5356,1/16/19 04:45,26.329
5357,1/16/19 05:00,26.353
5358,1/16/19 05:15,26.353
5359,1/16/19 05:30,26.353
5360,1/16/19 05:45,26.353
5361,1/16/19 06:00,26.353
5362,1/16/19 06:15,26.353
5363,1/16/19 06:30,26.353
5364,1/16/19 06:45,26.353
5365,1/16/19 07:00,26.353
5366,1/16/19 07:15,26.353
5367,1/16/19 07:30,26.353
5368,1/16/19 07:45,26.353
5369,1/16/19 08:00,26.378
5370,1/16/19 08:15,26.378
5371,1/16/19 08:30,26.378
5372,1/16/19 08:45,26.402
5373,1/16/19 09:00,26.402
5374,1/16/19 09:15,26.402
5375,1/16/19 09:30,26.426
5376,1/16/19 09:45,26.451
5377,1/16/19 10:00,26.475
5378,1/16/19 10:15,26.475
5379,1/16/19 10:30,26.5
5380,1/16/19 10:45,26.5
5381,1/16/19 11:00,26.549
5382,1/16/19 11:15,26.524
5383,1/16/19 11:30,26.573
5384,1/16/19 11:45,26.524
5385,1/16/19 12:00,26.549
5386,1/16/19 12:15,26.524
5387,1/16/19 12:30,26.5
5388,1/16/19 12:45,26.524
5389,1/16/19 13:00,26.549
5390,1/16/19 13:15,26.524
5391,1/16/19 13:30,26.549
5392,1/16/19 13:45,26.549
5393,1/16/19 14:00,26.524
5394,1/16/19 14:15,26.549
5395,1/16/19 14:30,26.549
5396,1/16/19 14:45,26.524
5397,1/16/19 15:00,26.549
5398,1/16/19 15:15,26.549
5399,1/16/19 15:30,26.549
5400,1/16/19 15:45,26.5
5401,1/16/19 16:00,26.549
5402,1/16/19 16:15,26.549
5403,1/16/19 16:30,26.524
5404,1/16/19 16:45,26.5
5405,1/16/19 17:00,26.5
5406,1/16/19 17:15,26.5
5407,1/16/19 17:30,26.475
5408,1/16/19 17:45,26.475
5409,1/16/19 18:00,26.475
5410,1/16/19 18:15,26.475
5411,1/16/19 18:30,26.475
5412,1/16/19 18:45,26.475
5413,1/16/19 19:00,26.451
5414,1/16/19 19:15,26.451
5415,1/16/19 19:30,26.426
5416,1/16/19 19:45,26.426
5417,1/16/19 20:00,26.426
5418,1/16/19 20:15,26.426
5419,1/16/19 20:30,26.402
5420,1/16/19 20:45,26.402
5421,1/16/19 21:00,26.402
5422,1/16/19 21:15,26.402
5423,1/16/19 21:30,26.402
5424,1/16/19 21:45,26.378
5425,1/16/19 22:00,26.378
5426,1/16/19 22:15,26.378
5427,1/16/19 22:30,26.353
5428,1/16/19 22:45,26.353
5429,1/16/19 23:00,26.353
5430,1/16/19 23:15,26.353
5431,1/16/19 23:30,26.353
5432,1/16/19 23:45,26.353
5433,1/17/19 00:00,26.353
5434,1/17/19 00:15,26.353
5435,1/17/19 00:30,26.353
5436,1/17/19 00:45,26.353
5437,1/17/19 01:00,26.353
5438,1/17/19 01:15,26.353
5439,1/17/19 01:30,26.353
5440,1/17/19 01:45,26.353
5441,1/17/19 02:00,26.353
5442,1/17/19 02:15,26.353
5443,1/17/19 02:30,26.353
5444,1/17/19 02:45,26.353
5445,1/17/19 03:00,26.329
5446,1/17/19 03:15,26.329
5447,1/17/19 03:30,26.329
5448,1/17/19 03:45,26.329
5449,1/17/19 04:00,26.329
5450,1/17/19 04:15,26.329
5451,1/17/19 04:30,26.304
5452,1/17/19 04:45,26.304
5453,1/17/19 05:00,26.304
5454,1/17/19 05:15,26.329
5455,1/17/19 05:30,26.329
5456,1/17/19 05:45,26.329
5457,1/17/19 06:00,26.304
5458,1/17/19 06:15,26.329
5459,1/17/19 06:30,26.329
5460,1/17/19 06:45,26.304
5461,1/17/19 07:00,26.329
5462,1/17/19 07:15,26.329
5463,1/17/19 07:30,26.329
5464,1/17/19 07:45,26.329
5465,1/17/19 08:00,26.304
5466,1/17/19 08:15,26.304
5467,1/17/19 08:30,26.329
5468,1/17/19 08:45,26.353
5469,1/17/19 09:00,26.353
5470,1/17/19 09:15,26.353
5471,1/17/19 09:30,26.353
5472,1/17/19 09:45,26.378
5473,1/17/19 10:00,26.378
5474,1/17/19 10:15,26.402
5475,1/17/19 10:30,26.451
5476,1/17/19 10:45,26.451
5477,1/17/19 11:00,26.451
5478,1/17/19 11:15,26.475
5479,1/17/19 11:30,26.475
5480,1/17/19 11:45,26.5
5481,1/17/19 12:00,26.5
5482,1/17/19 12:15,26.524
5483,1/17/19 12:30,26.524
5484,1/17/19 12:45,26.524
5485,1/17/19 13:00,26.524
5486,1/17/19 13:15,26.524
5487,1/17/19 13:30,26.549
5488,1/17/19 13:45,26.549
5489,1/17/19 14:00,26.549
5490,1/17/19 14:15,26.549
5491,1/17/19 14:30,26.573
5492,1/17/19 14:45,26.573
5493,1/17/19 15:00,26.573
5494,1/17/19 15:15,26.598
5495,1/17/19 15:30,26.598
5496,1/17/19 15:45,26.573
5497,1/17/19 16:00,26.573
5498,1/17/19 16:15,26.549
5499,1/17/19 16:30,26.573
5500,1/17/19 16:45,26.549
5501,1/17/19 17:00,26.549
5502,1/17/19 17:15,26.549
5503,1/17/19 17:30,26.549
5504,1/17/19 17:45,26.549
5505,1/17/19 18:00,26.549
5506,1/17/19 18:15,26.549
5507,1/17/19 18:30,26.549
5508,1/17/19 18:45,26.524
5509,1/17/19 19:00,26.5
5510,1/17/19 19:15,26.5
5511,1/17/19 19:30,26.5
5512,1/17/19 19:45,26.5
5513,1/17/19 20:00,26.5
5514,1/17/19 20:15,26.475
5515,1/17/19 20:30,26.475
5516,1/17/19 20:45,26.451
5517,1/17/19 21:00,26.451
5518,1/17/19 21:15,26.451
5519,1/17/19 21:30,26.451
5520,1/17/19 21:45,26.451
5521,1/17/19 22:00,26.426
5522,1/17/19 22:15,26.426
5523,1/17/19 22:30,26.426
5524,1/17/19 22:45,26.426
5525,1/17/19 23:00,26.426
5526,1/17/19 23:15,26.402
5527,1/17/19 23:30,26.402
5528,1/17/19 23:45,26.402
5529,1/18/19 00:00,26.402
5530,1/18/19 00:15,26.402
5531,1/18/19 00:30,26.402
5532,1/18/19 00:45,26.402
5533,1/18/19 01:00,26.402
5534,1/18/19 01:15,26.402
5535,1/18/19 01:30,26.402
5536,1/18/19 01:45,26.402
5537,1/18/19 02:00,26.378
5538,1/18/19 02:15,26.402
5539,1/18/19 02:30,26.402
5540,1/18/19 02:45,26.378
5541,1/18/19 03:00,26.378
5542,1/18/19 03:15,26.378
5543,1/18/19 03:30,26.353
5544,1/18/19 03:45,26.378
5545,1/18/19 04:00,26.378
5546,1/18/19 04:15,26.378
5547,1/18/19 04:30,26.378
5548,1/18/19 04:45,26.353
5549,1/18/19 05:00,26.353
5550,1/18/19 05:15,26.353
5551,1/18/19 05:30,26.353
5552,1/18/19 05:45,26.353
5553,1/18/19 06:00,26.353
5554,1/18/19 06:15,26.353
5555,1/18/19 06:30,26.353
5556,1/18/19 06:45,26.378
5557,1/18/19 07:00,26.378
5558,1/18/19 07:15,26.378
5559,1/18/19 07:30,26.378
5560,1/18/19 07:45,26.353
5561,1/18/19 08:00,26.378
5562,1/18/19 08:15,26.378
5563,1/18/19 08:30,26.378
5564,1/18/19 08:45,26.378
5565,1/18/19 09:00,26.378
5566,1/18/19 09:15,26.378
5567,1/18/19 09:30,26.402
5568,1/18/19 09:45,26.426
5569,1/18/19 10:00,26.451
5570,1/18/19 10:15,26.451
5571,1/18/19 10:30,26.475
5572,1/18/19 10:45,26.475
5573,1/18/19 11:00,26.475
5574,1/18/19 11:15,26.451
5575,1/18/19 11:30,26.451
5576,1/18/19 11:45,26.475
5577,1/18/19 12:00,26.475
5578,1/18/19 12:15,26.5
5579,1/18/19 12:30,26.524
5580,1/18/19 12:45,26.549
5581,1/18/19 13:00,26.549
5582,1/18/19 13:15,26.549
5583,1/18/19 13:30,26.549
5584,1/18/19 13:45,26.549
5585,1/18/19 14:00,26.524
5586,1/18/19 14:15,26.549
5587,1/18/19 14:30,26.549
5588,1/18/19 14:45,26.549
5589,1/18/19 15:00,26.524
5590,1/18/19 15:15,26.549
5591,1/18/19 15:30,26.549
5592,1/18/19 15:45,26.549
5593,1/18/19 16:00,26.549
5594,1/18/19 16:15,26.524
5595,1/18/19 16:30,26.524
5596,1/18/19 16:45,26.524
5597,1/18/19 17:00,26.5
5598,1/18/19 17:15,26.5
5599,1/18/19 17:30,26.5
5600,1/18/19 17:45,26.5
5601,1/18/19 18:00,26.5
5602,1/18/19 18:15,26.5
5603,1/18/19 18:30,26.5
5604,1/18/19 18:45,26.475
5605,1/18/19 19:00,26.475
5606,1/18/19 19:15,26.475
5607,1/18/19 19:30,26.475
5608,1/18/19 19:45,26.475
5609,1/18/19 20:00,26.451
5610,1/18/19 20:15,26.451
5611,1/18/19 20:30,26.451
5612,1/18/19 20:45,26.451
5613,1/18/19 21:00,26.426
5614,1/18/19 21:15,26.426
5615,1/18/19 21:30,26.426
5616,1/18/19 21:45,26.426
5617,1/18/19 22:00,26.402
5618,1/18/19 22:15,26.402
5619,1/18/19 22:30,26.402
5620,1/18/19 22:45,26.402
5621,1/18/19 23:00,26.402
5622,1/18/19 23:15,26.378
5623,1/18/19 23:30,26.402
5624,1/18/19 23:45,26.378
5625,1/19/19 00:00,26.378
5626,1/19/19 00:15,26.378
5627,1/19/19 00:30,26.378
5628,1/19/19 00:45,26.378
5629,1/19/19 01:00,26.378
5630,1/19/19 01:15,26.378
5631,1/19/19 01:30,26.378
5632,1/19/19 01:45,26.378
5633,1/19/19 02:00,26.378
5634,1/19/19 02:15,26.378
5635,1/19/19 02:30,26.353
5636,1/19/19 02:45,26.353
5637,1/19/19 03:00,26.353
5638,1/19/19 03:15,26.353
5639,1/19/19 03:30,26.353
5640,1/19/19 03:45,26.353
5641,1/19/19 04:00,26.353
5642,1/19/19 04:15,26.353
5643,1/19/19 04:30,26.353
5644,1/19/19 04:45,26.329
5645,1/19/19 05:00,26.329
5646,1/19/19 05:15,26.329
5647,1/19/19 05:30,26.329
5648,1/19/19 05:45,26.329
5649,1/19/19 06:00,26.329
5650,1/19/19 06:15,26.329
5651,1/19/19 06:30,26.329
5652,1/19/19 06:45,26.329
5653,1/19/19 07:00,26.353
5654,1/19/19 07:15,26.353
5655,1/19/19 07:30,26.353
5656,1/19/19 07:45,26.353
5657,1/19/19 08:00,26.378
5658,1/19/19 08:15,26.353
5659,1/19/19 08:30,26.378
5660,1/19/19 08:45,26.378
5661,1/19/19 09:00,26.402
5662,1/19/19 09:15,26.402
5663,1/19/19 09:30,26.426
5664,1/19/19 09:45,26.426
5665,1/19/19 10:00,26.451
5666,1/19/19 10:15,26.451
5667,1/19/19 10:30,26.475
5668,1/19/19 10:45,26.5
5669,1/19/19 11:00,26.524
5670,1/19/19 11:15,26.524
5671,1/19/19 11:30,26.524
5672,1/19/19 11:45,26.549
5673,1/19/19 12:00,26.524
5674,1/19/19 12:15,26.5
5675,1/19/19 12:30,26.475
5676,1/19/19 12:45,26.5
5677,1/19/19 13:00,26.598
5678,1/19/19 13:15,26.598
5679,1/19/19 13:30,26.622
5680,1/19/19 13:45,26.598
5681,1/19/19 14:00,26.622
5682,1/19/19 14:15,26.598
5683,1/19/19 14:30,26.598
5684,1/19/19 14:45,26.549
5685,1/19/19 15:00,26.573
5686,1/19/19 15:15,26.573
5687,1/19/19 15:30,26.573
5688,1/19/19 15:45,26.549
5689,1/19/19 16:00,26.549
5690,1/19/19 16:15,26.549
5691,1/19/19 16:30,26.5
5692,1/19/19 16:45,26.5
5693,1/19/19 17:00,26.5
5694,1/19/19 17:15,26.5
5695,1/19/19 17:30,26.524
5696,1/19/19 17:45,26.524
5697,1/19/19 18:00,26.524
5698,1/19/19 18:15,26.5
5699,1/19/19 18:30,26.5
5700,1/19/19 18:45,26.5
5701,1/19/19 19:00,26.5
5702,1/19/19 19:15,26.5
5703,1/19/19 19:30,26.475
5704,1/19/19 19:45,26.475
5705,1/19/19 20:00,26.451
5706,1/19/19 20:15,26.451
5707,1/19/19 20:30,26.451
5708,1/19/19 20:45,26.451
5709,1/19/19 21:00,26.451
5710,1/19/19 21:15,26.426
5711,1/19/19 21:30,26.426
5712,1/19/19 21:45,26.426
5713,1/19/19 22:00,26.402
5714,1/19/19 22:15,26.402
5715,1/19/19 22:30,26.402
5716,1/19/19 22:45,26.402
5717,1/19/19 23:00,26.378
5718,1/19/19 23:15,26.402
5719,1/19/19 23:30,26.402
5720,1/19/19 23:45,26.402
5721,1/20/19 00:00,26.402
5722,1/20/19 00:15,26.402
5723,1/20/19 00:30,26.402
5724,1/20/19 00:45,26.402
5725,1/20/19 01:00,26.378
5726,1/20/19 01:15,26.402
5727,1/20/19 01:30,26.402
5728,1/20/19 01:45,26.378
5729,1/20/19 02:00,26.378
5730,1/20/19 02:15,26.402
5731,1/20/19 02:30,26.402
5732,1/20/19 02:45,26.402
5733,1/20/19 03:00,26.402
5734,1/20/19 03:15,26.402
5735,1/20/19 03:30,26.402
5736,1/20/19 03:45,26.402
5737,1/20/19 04:00,26.402
5738,1/20/19 04:15,26.402
5739,1/20/19 04:30,26.402
5740,1/20/19 04:45,26.402
5741,1/20/19 05:00,26.378
5742,1/20/19 05:15,26.378
5743,1/20/19 05:30,26.378
5744,1/20/19 05:45,26.378
5745,1/20/19 06:00,26.378
5746,1/20/19 06:15,26.378
5747,1/20/19 06:30,26.378
5748,1/20/19 06:45,26.378
5749,1/20/19 07:00,26.353
5750,1/20/19 07:15,26.378
5751,1/20/19 07:30,26.353
5752,1/20/19 07:45,26.378
5753,1/20/19 08:00,26.378
5754,1/20/19 08:15,26.378
5755,1/20/19 08:30,26.378
5756,1/20/19 08:45,26.402
5757,1/20/19 09:00,26.402
5758,1/20/19 09:15,26.426
5759,1/20/19 09:30,26.451
5760,1/20/19 09:45,26.426
5761,1/20/19 10:00,26.426
5762,1/20/19 10:15,26.451
5763,1/20/19 10:30,26.475
5764,1/20/19 10:45,26.5
5765,1/20/19 11:00,26.5
5766,1/20/19 11:15,26.5
5767,1/20/19 11:30,26.5
5768,1/20/19 11:45,26.5
5769,1/20/19 12:00,26.5
5770,1/20/19 12:15,26.5
5771,1/20/19 12:30,26.5
5772,1/20/19 12:45,26.5
5773,1/20/19 13:00,26.5
5774,1/20/19 13:15,26.5
5775,1/20/19 13:30,26.5
5776,1/20/19 13:45,26.524
5777,1/20/19 14:00,26.524
5778,1/20/19 14:15,26.5
5779,1/20/19 14:30,26.5
5780,1/20/19 14:45,26.5
5781,1/20/19 15:00,26.5
5782,1/20/19 15:15,26.5
5783,1/20/19 15:30,26.475
5784,1/20/19 15:45,26.5
5785,1/20/19 16:00,26.5
5786,1/20/19 16:15,26.475
5787,1/20/19 16:30,26.475
5788,1/20/19 16:45,26.5
5789,1/20/19 17:00,26.5
5790,1/20/19 17:15,26.5
5791,1/20/19 17:30,26.475
5792,1/20/19 17:45,26.475
5793,1/20/19 18:00,26.451
5794,1/20/19 18:15,26.451
5795,1/20/19 18:30,26.451
5796,1/20/19 18:45,26.451
5797,1/20/19 19:00,26.451
5798,1/20/19 19:15,26.426
5799,1/20/19 19:30,26.426
5800,1/20/19 19:45,26.426
5801,1/20/19 20:00,26.426
5802,1/20/19 20:15,26.426
5803,1/20/19 20:30,26.402
5804,1/20/19 20:45,26.402
5805,1/20/19 21:00,26.402
5806,1/20/19 21:15,26.402
5807,1/20/19 21:30,26.402
5808,1/20/19 21:45,26.402
5809,1/20/19 22:00,26.402
5810,1/20/19 22:15,26.378
5811,1/20/19 22:30,26.378
5812,1/20/19 22:45,26.378
5813,1/20/19 23:00,26.353
5814,1/20/19 23:15,26.353
5815,1/20/19 23:30,26.353
5816,1/20/19 23:45,26.329
5817,1/21/19 00:00,26.329
5818,1/21/19 00:15,26.329
5819,1/21/19 00:30,26.329
5820,1/21/19 00:45,26.304
5821,1/21/19 01:00,26.304
5822,1/21/19 01:15,26.304
5823,1/21/19 01:30,26.304
5824,1/21/19 01:45,26.304
5825,1/21/19 02:00,26.28
5826,1/21/19 02:15,26.28
5827,1/21/19 02:30,26.28
5828,1/21/19 02:45,26.304
5829,1/21/19 03:00,26.304
5830,1/21/19 03:15,26.28
5831,1/21/19 03:30,26.28
5832,1/21/19 03:45,26.28
5833,1/21/19 04:00,26.28
5834,1/21/19 04:15,26.28
5835,1/21/19 04:30,26.256
5836,1/21/19 04:45,26.256
5837,1/21/19 05:00,26.256
5838,1/21/19 05:15,26.256
5839,1/21/19 05:30,26.256
5840,1/21/19 05:45,26.256
5841,1/21/19 06:00,26.256
5842,1/21/19 06:15,26.256
5843,1/21/19 06:30,26.256
5844,1/21/19 06:45,26.256
5845,1/21/19 07:00,26.256
5846,1/21/19 07:15,26.256
5847,1/21/19 07:30,26.256
5848,1/21/19 07:45,26.28
5849,1/21/19 08:00,26.304
5850,1/21/19 08:15,26.304
5851,1/21/19 08:30,26.28
5852,1/21/19 08:45,26.28
5853,1/21/19 09:00,26.329
5854,1/21/19 09:15,26.329
5855,1/21/19 09:30,26.329
5856,1/21/19 09:45,26.329
5857,1/21/19 10:00,26.353
5858,1/21/19 10:15,26.353
5859,1/21/19 10:30,26.378
5860,1/21/19 10:45,26.378
5861,1/21/19 11:00,26.402
5862,1/21/19 11:15,26.426
5863,1/21/19 11:30,26.402
5864,1/21/19 11:45,26.475
5865,1/21/19 12:00,26.5
5866,1/21/19 12:15,26.5
5867,1/21/19 12:30,26.524
5868,1/21/19 12:45,26.5
5869,1/21/19 13:00,26.5
5870,1/21/19 13:15,26.5
5871,1/21/19 13:30,26.5
5872,1/21/19 13:45,26.5
5873,1/21/19 14:00,26.5
5874,1/21/19 14:15,26.524
5875,1/21/19 14:30,26.524
5876,1/21/19 14:45,26.5
5877,1/21/19 15:00,26.5
5878,1/21/19 15:15,26.5
5879,1/21/19 15:30,26.5
5880,1/21/19 15:45,26.5
5881,1/21/19 16:00,26.5
5882,1/21/19 16:15,26.5
5883,1/21/19 16:30,26.5
5884,1/21/19 16:45,26.5
5885,1/21/19 17:00,26.5
5886,1/21/19 17:15,26.5
5887,1/21/19 17:30,26.475
5888,1/21/19 17:45,26.475
5889,1/21/19 18:00,26.475
5890,1/21/19 18:15,26.475
5891,1/21/19 18:30,26.451
5892,1/21/19 18:45,26.451
5893,1/21/19 19:00,26.451
5894,1/21/19 19:15,26.426
5895,1/21/19 19:30,26.426
5896,1/21/19 19:45,26.426
5897,1/21/19 20:00,26.426
5898,1/21/19 20:15,26.426
5899,1/21/19 20:30,26.402
5900,1/21/19 20:45,26.402
5901,1/21/19 21:00,26.402
5902,1/21/19 21:15,26.402
5903,1/21/19 21:30,26.378
5904,1/21/19 21:45,26.378
5905,1/21/19 22:00,26.378
5906,1/21/19 22:15,26.353
5907,1/21/19 22:30,26.353
5908,1/21/19 22:45,26.353
5909,1/21/19 23:00,26.353
5910,1/21/19 23:15,26.353
5911,1/21/19 23:30,26.353
5912,1/21/19 23:45,26.353
5913,1/22/19 00:00,26.353
5914,1/22/19 00:15,26.353
5915,1/22/19 00:30,26.353
5916,1/22/19 00:45,26.329
5917,1/22/19 01:00,26.329
5918,1/22/19 01:15,26.353
5919,1/22/19 01:30,26.329
5920,1/22/19 01:45,26.329
5921,1/22/19 02:00,26.353
5922,1/22/19 02:15,26.353
5923,1/22/19 02:30,26.329
5924,1/22/19 02:45,26.353
5925,1/22/19 03:00,26.353
5926,1/22/19 03:15,26.329
5927,1/22/19 03:30,26.329
5928,1/22/19 03:45,26.353
5929,1/22/19 04:00,26.329
5930,1/22/19 04:15,26.329
5931,1/22/19 04:30,26.329
5932,1/22/19 04:45,26.329
5933,1/22/19 05:00,26.329
5934,1/22/19 05:15,26.329
5935,1/22/19 05:30,26.353
5936,1/22/19 05:45,26.353
5937,1/22/19 06:00,26.353
5938,1/22/19 06:15,26.329
5939,1/22/19 06:30,26.329
5940,1/22/19 06:45,26.329
5941,1/22/19 07:00,26.329
5942,1/22/19 07:15,26.329
5943,1/22/19 07:30,26.353
5944,1/22/19 07:45,26.353
5945,1/22/19 08:00,26.353
5946,1/22/19 08:15,26.353
5947,1/22/19 08:30,26.353
5948,1/22/19 08:45,26.378
