Status,Location,Project,Logger,Tag I.D.,Date On,Frequency,Duration (d),Date In,Time In,Date Full,Date Offloaded,Offloaded Filename,Date Out,Time Out,Notes,Processed,Metadata,
Removed,South Fish TCRMP,,2023290,185,11/29/2011,15,452,11/29/2011,,2/23/2013,12/13/2012,Temp_Sfish_11Oct12Nov_2023290.csv,,,,,,
Removed,Reef Bay (A.Ruffo thesis),,9793285,282,2/6/2012,15,452,2/6/2012,,5/3/2013,7/2/2013,Temp_ReefBay_12Feb13May_9793285.csv,,,,,,
Removed,MCD S166 (42m),,9793281,281,5/26/2012,30,913,5/26/2012,,11/25/2014,6/13/2013,Temp_MCDS166_12May13May_9793281,,,,,,
Removed,MCD S166 (42m),,9793287,388,5/26/2012,30,913,5/26/2012,,11/25/2014,6/13/2013,Temp_MCDS166b_12May13May_9703287,,,,,,
Removed,Rick (Hassel Is. 17:30 39 feet),,9696780,195,5/30/2012,15,452,6/3/2012,,8/25/2013,8/13/2013,Temp_Hassel_12May13Aug_9696780,,,,,,
Lost,Salt Deep (40m),,10192566,na,8/19/2012,15,452,8/19/2012,,11/14/2013,na,na,,,*could not find logger in 2013,,,
Removed,Salt Int (29m),,9793293,194,8/11/2012,15,452,8/11/2012,,11/6/2013,9/5/2013,Temp_SaltInt29m_12Aug13Aug_9793293.csv,,,,,,
Removed,Castle,,10192571,163,8/15/2012,15,452,8/15/2012,,11/10/2013,9/5/2013,Temp_Castle_12Aug13Aug_10192571.csv,,,,,,
Removed,Cane Bay (39m),,9793275,390,8/12/2012,15,452,8/12/2012,,11/7/2013,8/30/2013,Temp_Cane39_12Aug13Aug_9793275.csv,,,,,,
Removed,Cane Bay (9m),,9793286,386,8/12/2012,15,452,8/12/2012,,11/7/2013,8/30/2013,Temp_Cane9m_12Aug13Aug_9793286.csv,,,,,,
Removed,Great Pond,,9793291,385,8/14/2012,15,452,8/14/2012,,11/9/2013,8/30/2013,Temp_GreatPond_12Aug13Aug_9793291.csv,,,,,,
Removed,Sprat Hole,,10192583,na,8/15/2012,15,452,8/15/2012,,11/10/2013,10/11/2013,Temp_SpratHole_12Aug13Sep_10192583.csv,,,,,,
Removed,Mutton 24m,,10192575,na,8/17/2012,15,452,8/17/2012,,11/12/2013,8/30/2013,Temp_Mutton24m_12Aug13Aug_10192575.csv,,,,,,
Removed,Mutton 39m,,10192574,na,8/17/2012,15,452,8/17/2012,,11/12/2013,8/30/2013,Temp_Mutton39m_12Aug13Aug_10192574.csv,,,,,,
Removed,LangHindFSA,,9793294,383,8/15/2012,15,452,8/15/2012,,11/10/2013,8/30/2013,Temp_LangHindFSA_12Aug13Aug_9793294.csv,,,,,,
Removed,Lang EEMP,,10035155,283,8/14/2012,15,452,8/14/2012,,11/9/2013,9/5/2013,Temp_LangEEMP_12Aug13Aug_10035155.csv,,,,,,
Removed,KingsCorner,,10192572,na,8/16/2012,15,452,8/16/2012,,11/11/2013,8/30/2013,Temp_KingsCorner_12Aug13Aug_10192572.csv,,,,,,
Removed,Jacks,,9793282,391,8/13/2012,15,452,8/13/2012,,11/8/2013,9/5/2013,Temp_Jacks_12Aug13Aug_9793282.csv,,,,,,
Removed,Eagle,,10192582,303,8/17/2012,15,452,8/14/2012,,11/12/2013,8/30/2013,Temp_Eagle_12Aug13Aug_10192582.csv,,,,,,
Removed,Rick (Fiji),,10192569,286,8/23/2012,5,118,8/23/2012,,12/19/2012,10/1/2012,Temp_Fiji_12Aug12Sep_10192569.hobo,,,,,,
Removed,South Capella TCRMP 25m,,10192569,395,9/13/2012,15,452,9/13/2012,,12/9/2013,11/14/2013,Temp_Scapella25m_12Sept13Nov_10192571.csv,,,,,,
Removed,Range TCRMP,,10192570,396,10/4/2012,15,452,10/4/2012,,12/30/2013,3/8/2013,Temp_Range_12Oct13Feb_10192570.csv,,,,,,
Removed,College Shoal TCRMP,,10192567,397,10/4/2012,15,452,10/4/2012,,12/30/2013,10/15/2013,Temp_College_12Oct13OCt_10192567.csv,,,,,,
Removed,Seahorse,,10192577,392,9/1/2012,15,452,9/1/2012,,11/27/2013,10/25/2013,Temp_Seahorse_12Sept13Oct_10192577.csv,,,,,,
Removed,Benner,,10192561,285,9/1/2012,15,452,9/1/2012,,11/27/2013,10/25/2013,Temp_Benner_12Sept13Oct_10192561.csv,,,,,,
no data,Flat Cay,,10192576,394,9/1/2012,15,452,9/1/2012,,11/27/2013,10/25/2013,na,,,"Bad data file, received an error: An invalid interval value has been encountered in this datafile and replaced by an end of file event",,,
Removed,Black Point,,10192560,393,9/1/2012,15,452,9/1/2012,,11/27/2013,10/25/2013,Temp_BlackPt_12Sept13Oct_10192560.csv,,,,,,
Removed,Fish,,9696774,399,9/1/2012,15,452,9/1/2012,,11/27/2013,4/15/2014,Temp_FishBay_12Oct13Sep_9696774.csv,,,,,,
Removed,TigerFSA,,9696776,400,10/9/2012,15,452,10/9/2012,,1/4/2014,10/11/2013,Temp_TigerFSA_12Oct13Oct_9696776.csv,,,,,,
Removed,HindFSA 20m,,10192585,456,11/6/2012,15,452,11/6/2012,,2/1/2014,10/15/2013,Temp_HindFSA20m_12Nov13Oct_10192585.csv,,,,,,
Removed,HindFSA 30m,,10192568,454,11/6/2012,15,452,11/6/2012,,2/1/2014,10/15/2013,Temp_HindFSA30m_12Nov13Oct_10192568.csv,,,,,,
Removed,HindFSA 40m,,10192584,455,11/6/2012,15,452,11/6/2012,,2/1/2014,10/15/2013,Temp_HindFSA40m_12Nov13Oct_10192584.csv,,,,,,
Lost,Acropora Hans Lollick,,9793284,463,3/22/2013,15,452,3/23/2013,,6/17/2014,na,na,,,Rob Brewer went to look for the logger but it was not there.,,,
Removed,Grammanik Agaricia 40m,,10221321,475,2/21/2013,30,913,2/21/2013,,8/23/2015,1/21/2015,Temp_GramAgaricia40m_13Apr14Dec_10221321.csv,,,,,,
Removed,Grammanik Agaricia 40m2,,10221323,476,2/21/2013,30,913,2/21/2013,,8/23/2015,1/21/2015,Temp_GramAgaricia40m2_13Apr14Dec_10221323.csv,,,,,,
Removed,Grammanik Agaricia 50m,,10221315,477,2/21/2013,30,913,2/21/2013,,8/23/2015,1/21/2015,Temp_GramAgaricia_50m_13Apr14Dec_10221315.csv,,,,,,
Removed,Grammanik Agaricia 50m2,,9696777,462,2/21/2013,30,913,2/21/2013,,8/23/2015,1/21/2015,Temp_GramAgaricia_50m2_13Apr14Dec_9696777.csv,,,,,,
Removed,Grammanik Agaricia 60m,,10221319,479,2/21/2013,30,913,2/21/2013,,8/23/2015,3/27/2015,Temp_Ginsburg60m_13Apr15Mar_10221319.csv,,,,,,
Removed,Grammanik Agaricia 60m2,,9793283,188,2/21/2013,30,913,2/21/2013,,8/23/2015,3/27/2015,Temp_Ginsburg60m2_13Apr15Mar_9793283.csv,,,,,,
Removed,Grammanik ADCP 30m,,10221317,472,2/21/2013,30,913,2/21/2013,,8/23/2015,1/21/2015,Temp_GramADCP30m_13Feb14Dec_10221317.csv,,,,,,
Removed,Grammanik ADCP 30m,,9793288,458,2/21/2013,30,913,2/21/2013,,8/23/2015,1/21/2015,Temp_GramADCP30m2_13Feb14Dec_9793288.csv,,,,,,
Removed,Ginsburg TCRMP,,10221320,473,2/22/2013,30,913,2/22/2013,,8/24/2015,12/10/2013,Temp_GinsburgTCRMP_13Feb13Dec_10221320.csv,,,,,,
Removed,Ginsburg TCRMP 2,,9696778,460,2/23/2013,30,913,2/23/2013,,8/25/2015,12/10/2013,Temp_GinsburgTCRMP2_13Feb13Dec_9696778.csv,,,,,,
Removed,Buck Island STT,,10221316,478,12/10/2012,15,452,12/10/2012,,3/7/2014,10/29/2013,Temp_BuckIslandSTT_12Dec13Oct_10221316.csv,,,,,,
Removed,South Water TCRMP,,10192586,469,11/29/2012,15,452,11/29/2012,,2/24/2014,11/25/2013,Temp_SouthWater_12Nov13Nov_1019256.csv,,,,,,
Removed,St. James TCRMP,,10221314,468,11/30/2012,15,452,11/30/2012,,2/25/2014,10/16/2013,Temp_StJames_12Nov13Oct_1022131.csv,,,,,,
Removed,South Fish TCRMP,,10221312,470,12/3/2012,15,452,12/3/2012,,2/28/2014,10/16/2013,Temp_MeriShoal_12Nov13Oct_10221213.csv,,,,,,
Removed,Coral Bay TCRMP,,10192562,471,12/3/2012,15,452,12/3/2012,,2/28/2014,1/20/2014,Temp_CoralBay_12Dec14Jan_10192562.csv,,,,,,
Removed,Magens TCRMP,,10221318,465,11/19/2012,15,452,11/19/2012,,2/14/2014,3/20/2014,Temp_Magens_12Nov14Feb_10221318.csv,,,,,,
Removed,Botany TCRMP,,10221322,466,11/20/2012,15,452,11/20/2012,,2/15/2014,10/29/2013,Temp_Botany_12Nov13Oct_10221322.csv,,,,,,
Removed,Savana TCRMP,,10221311,467,11/21/2012,15,452,11/21/2012,,2/16/2014,10/29/2013,Temp_Savana_12Nov13Oct_10221311.csv,,,,,,
Removed,Botany Bay Acropora,,9793276,459,3/29/2013,15,452,3/29/2013,,6/24/2014,7/9/2014,Temp_Botany_Acropora_13Mar14Jun_9793276.csv,,,,,,
Removed,Flat Cay Acropora,,9696781,398,3/29/2013,15,452,3/29/2013,,6/24/2014,7/9/2014,Temp_Flat_Acropora_13Mar14Jun_9696781.csv,,,,,,
Removed,Green Cay Acropora,,9793284,463,3/29/2013,15,452,3/29/2013,,6/24/2014,7/9/2014,Temp_GreenCay_Acropora_13Mar14Jun_9793284.csv,,,,,,
Running,MCD Patch Reef,,10192564,491,5/11/2013,15,452,5/11/2013,,8/6/2014,,,,,,,,
Removed,South Capella 37m,,9793279,457,5/4/2013,15,452,5/4/2013,,7/30/2014,1/15/2015,Temp_Scapella_13May14Jul_9793279.csv,,,,,,
Running,MCD S166,,10302372,489,5/13/2013,30,913,5/13/2013,,11/12/2015,,,,,,,,
Running,MCD S166 b,,10302369,494,5/13/2013,30,913,5/14/2013,,11/12/2015,,,,,,,,
Removed,Cow & Calf Acropora,,10302369,494,5/16/2013,15,452,5/16/2013,,8/11/2014,1/21/2015,Temp_CowCalf_13May14Aug_10302369.csv,,,,,,
Running,Inner Brass Acropora,,10302373,482,6/25/2013,15,452,6/25/2013,,9/20/2014,,,,,,,,
Removed,Hans Lollick Acropora,,10221313,474,6/27/2013,15,452,6/27/2013,,9/22/2014,12/3/2014,Temp_HansLollick_Acropora_13Jun14Sep_10221313.csv,,,,,,
Removed,Rams Head Acropora,,10192570,497,7/1/2013,15,452,7/1/2013,,9/26/2014,1/21/2015,Temp_RamsHead_13Jul14Sep_10192570.csv,,,,,,
Removed,Reef Bay Acropora,,10306844,492,7/1/2013,15,452,7/1/2013,,9/26/2014,1/21/2015,Temp_ReefBay_13Jul14Sep_10306844.csv,,,,,,
Lost,Yawzi Acropora,,10306848,485,7/1/2013,15,452,7/1/2013,,9/26/2014,na,na,,,logger was lost,,,
Removed,Botany Bay (Moriah),,10306849,486,7/12/2013,15,452,7/12/2013,,10/7/2014,1/21/2014,Temp_BotanyM_13Jul14Jan_10306849.csv,,,,,,
Running,Thatch (Acropora),,10302376,484,7/5/2013,15,452,7/5/2013,,9/30/2014,,,,,,,,
Removed,Salt Deep (40m),,10306847,495,8/10/2013,15,452,8/10/2013,,11/5/2014,10/16/2014,Temp_SaltDeep40m_13Aug14Oct_10306847.csv,,,,,,
Removed,Salt Int (29m),,10302371,480,8/10/2013,15,452,8/10/2013,,11/5/2014,10/16/2014,Temp_SaltInt29m_13Aug14Oct_10302371.csv,,,,,,
Removed,Cane Bay (39m),,10302374,487,8/10/2013,15,452,8/10/2013,,11/5/2014,10/16/2014,Temp_Cane39m_13Aug14Oct_10302374.csv,,,,,,
Removed,Cane Bay (9m),,10306850,488,8/10/2013,15,452,8/10/2013,,11/5/2014,10/16/2014,Temp_Cane9m_13Aug14Oct_10306850.csv,,,,,,
Removed,Great Pond,,10306846,483,8/10/2013,15,452,8/10/2013,,11/5/2014,10/16/2014,Temp_GreatPond_13Aug14Oct_10306846.csv,,,,,,
Removed,Mutton 24m,,9733721,296,8/10/2013,15,452,8/10/2013,,11/5/2014,10/16/2014,Temp_Mutton24m_13Aug14Oct_9733721.csv,,,"Logger was supposed to go to Sprat Hole but got Switched, so indeed this logger was at Mutton24m.",,,
Removed,Mutton 39m,,10306845,481,8/10/2013,15,452,8/10/2013,,11/5/2014,10/29/2014,Temp_Mutton39m_13Aug14Oct_10306845.csv,,,,,,
Removed,Lang Hind FSA,,10302370,287,8/10/2013,15,452,8/10/2013,,11/5/2014,10/29/2014,Temp_LangHindFSA_13Aug13Oct_10302370.csv,,,,,,
Removed,Lang EEMP,,1176909,500,8/10/2013,15,452,8/10/2013,,11/5/2014,10/16/2014,Temp_LangEEMP_13Aug14Oct_1176909.csv,,,,,,
Removed,Kings Corner,,9733723,294,8/10/2013,15,452,8/10/2013,,11/5/2014,10/29/2014,Temp_KingsCorner_13Aug14Oct_9733723.csv,,,,,,
Removed,Jacks,,9733733,298,8/10/2013,15,452,8/10/2013,,11/5/2014,10/16/2014,Temp_Jacks_13Aug14Oct_9733733.csv,,,,,,
Removed,Eagle,,9733727,299,8/10/2013,15,452,8/10/2013,,11/5/2014,1/21/2015,Temp_Eagle_13Aug14Nov_9733727.csv,,,,,,
Removed,Castle,,9733724,295,8/10/2013,15,452,8/10/2013,,11/5/2014,1/21/2015,Temp_Castle_13Aug14Nov_9733724.csv,,,,,,
Removed,Sprat Hole,,9733726,499,9/6/2013,15,452,9/6/2013,,12/2/2014,10/29/2014,Temp_Sprathole_13Sept14Oct_9733726.csv,,,,,,
Removed,Hendrick Bay (Moriah),,9733729,297,8/20/2013,15,452,8/20/2013,,11/15/2014,2/12/2014,Temp_HendrickBay_13Aug14Feb_9733729.csv,,,,,,
Removed,Tutu (Moriah),,9733728,291,8/20/2013,15,452,8/21/2013,,11/15/2014,1/21/2014,Temp_TutuM_13Aug14Jan_9733728.csv,,,,,,
Removed,Dorothea (Moriah),,9733720,293,8/20/2013,15,452,8/22/2013,,11/15/2014,1/21/2014,Temp_DorotheaM_13Sep14Jan_9733720.csv,,,,,,
Removed,El Seco,,9733730,na,9/13/2013,30,913,9/13/2013,,3/14/2016,8/8/2017,Temp_ElSeco_13Sep_15Oct_9733730.csv,,,,,,
Removed,El Seco,,9733731,na,9/13/2013,30,913,9/13/2013,,3/14/2016,na,na,,,missing logger but try to look for data that may have been offloaded,,,
Removed,TigerFSA,,9733732,na,10/11/2013,15,452,10/11/2013,,1/6/2015,4/22/2014,Temp_TigerFSA_13Oct14Apr_9733732.csv,,,,,,
Removed,HindFSA 20m,,9733722,999,10/12/2013,15,452,10/11/2013,,1/7/2015,12/3/2014,Temp_HindFSA20m_13Oct14Nov_9733722.csv,,,,,,
Removed,HindFSA 30m,,9733725,998,10/12/2013,15,452,10/11/2013,,1/7/2015,12/3/2014,Temp_HindFSA30m_13Oct14Nov_9733725.csv,,,,,,
Removed,HindFSA 40m,,9733719,997,10/12/2013,15,452,10/11/2013,,1/7/2015,12/3/2014,Temp_HindFSA40m_13Oct14Nov_9733719.csv,,,,,,
Removed,College Shoal TCRMP,,10192574,290,10/13/2013,15,452,10/13/2013,,1/8/2015,12/3/2014,Temp_College_13Oct14Nov_10192574.csv,,,,,,
Removed,St. James TCRMP,,9793275,289,10/15/2013,15,452,10/15/2013,,1/10/2015,1/21/2015,Temp_StJames_13Oct14Dec_9793275.csv,,,,,,
Removed,Meri Shoal,,9793282,386,10/15/2013,15,452,10/15/2013,,1/10/2015,1/21/2015,Temp_MeriShoal_13Oct14Dec_9793282.csv,,,,,,
Removed,Seahorse,,10192583,302,10/22/2013,15,452,10/22/2013,,1/17/2015,10/29/2014,Temp_Seahorse_13Oct14Oct_10192583.csv,,,,,,
Removed,Benner Bay,,10192582,303,10/22/2013,15,452,10/22/2013,,1/17/2015,10/29/2014,Temp_Benner_13Oct14Oct_10192582.csv,,,,,,
Removed,Flat Cay,,9793286,288,10/22/2013,15,452,10/22/2013,,1/17/2015,10/29/2014,Temp_Flat_13Oct14Oct_9793286.csv,,,,,,
Removed,Black Point,,10192572,300,10/22/2013,15,452,10/22/2013,,1/17/2015,10/29/2014,Temp_BlackPt_13Oct14Oct_10192572.csv,,,,,,
Removed,Buck Island STT,,9793281,281,10/29/2013,15,452,10/29/2013,,1/24/2015,1/21/2015,Temp_BuckSTT_13Oct14Dec_9793281.csv,,,,,,
Removed,Botany Bay,,9793293,,10/29/2013,15,452,10/29/2013,,1/24/2015,12/3/2014,Temp_Botany_13Oct14Nov_9793293.csv,,,,,,
Removed,Savana,,10035155,383,10/29/2013,15,452,10/29/2013,,1/24/2015,12/3/2014,Temp_Savana_13Oct14Nov_10035155.csv,,,,,,
Removed,South Capella,,10192571,498,11/5/2013,15,452,11/5/2013,,1/31/2015,1/21/2015,Temp_Scapella_13Nov14Dec_10192571.csv,,,,,,
Removed,South Water,,9793285,282,11/22/2013,15,452,11/22/2013,,2/17/2015,12/3/2014,Temp_Swater_13Nov14Dec_9793285.csv,,,,,,
Removed,Ginsburg TCRMP,,9696780,292,12/10/2013,30,913,12/10/2013,,6/10/2016,4/22/2014,Temp_GinsburgTCRMP_13Dec14Apr_9696780.csv,,,,,,
Removed,Ginsburg TCRMP 2,,9793291,390,12/10/2013,30,913,12/10/2013,,6/10/2016,4/22/2014,Temp_GinsburgTCRMP_13Dec14Apr_9793291.csv,,,,,,
Removed,Hendrick Bay (Moriah),,10192585,489,2/4/2014,15,452,2/4/2014,,5/2/2015,8/7/2014,Temp_HendrickBayM_14Feb14Jul_10192585.csv,,,,,,
Removed,Flat Cay (duplicate),,10221314,483,1/14/2014,15,452,1/15/2014,,4/11/2015,10/29/2014,Temp_Flat_14Jan14Oct_10221314.csv,,,,,,
Removed,Black Point (duplicate),,10192560,495,1/14/2014,15,452,1/15/2014,,4/11/2015,10/29/2014,Temp_BlackPt_14Jan14Oct_10192560.csv,,,,,,
Removed,Seahorse (duplicate),,10192577,497,1/15/2014,15,452,1/15/2014,,4/12/2015,10/29/2014,Temp_Seahorse_14Jan14Oct_10192577.csv,,,,,,
Removed,Benner (Coculus Rock duplicate),,10192561,498,1/15/2014,15,452,1/15/2014,,4/12/2015,10/29/2014,Temp_Benner_14Jan14Oct_10192561.csv,,,,,,
Removed,Fish Bay,,10192568,496,1/20/2014,15,452,1/20/2014,,4/17/2015,1/21/2015,Temp_FishBay_14Jan14Dec_10192568.csv,,,,,,
Removed,Coral Bay,,10221311,490,1/20/2014,15,452,1/20/2014,,4/17/2015,1/21/2015,Temp_CoralBay_14Jan14Dec_10221311.csv,,,,,,
Removed,Tutu (Moriah),,10192567,481,1/18/2014,15,452,1/18/2014,,4/15/2015,8/7/2014,Temp_TutuM_14Jan14Jul_10192567.csv,,,,,,
Removed,Dorothea (Moriah),,10192569,491,1/18/2014,15,452,1/18/2014,,4/15/2015,8/7/2014,Temp_DoretheaM_14Jan14Jul_10192569.csv,,,,,,
Removed,Botany Bay (Moriah),,10221316,480,1/18/2014,15,452,1/18/2014,,4/15/2015,8/7/2014,Temp_BotanyBayM_14Jan14Jul_10221316.csv,,,,,,
Removed,Magen's Bay TCRMP,,9793287,388,3/18/2014,15,452,3/18/2014,,6/13/2015,12/3/2014,Temp_Magens_14Mar14Nov_9793287.csv,,,,,,
Removed,Tiger FSA,,10221312,482,4/4/2014,15,452,4/4/2014,,6/30/2015,1/15/2015,Temp_TigerFSA_14Apr14Dec_10221312.csv,,,,,,
Removed,Tiger FSA,,10192584,492,4/4/2014,15,452,4/4/2014,,6/30/2015,1/15/2015,Temp_TigerFSA_14Apr14Dec_10192584.csv,,,,,,
Removed,Ginsberg TCRMP,,10455135,484,4/4/2014,30,913,4/4/2014,,10/3/2016,1/15/2015,Temp_GinsburgTCRMP_14Apr14Dec_10455135.csv,,,,,,
Removed,Ginsberg TCRMP,,10455138,485,4/4/2014,30,913,4/4/2014,,10/3/2016,1/15/2015,Temp_GinsburgTCRMP_14Apr14Dec_10455138.csv,,,,,,
Removed,Disease Diversity Study,,10455136,488,5/29/2014,5,150,5/28/2014,,10/26/2014,8/3/2015,Temp_DiseaseDiversity_14May14Oct_10455136.csv,,,,,,
Removed,Sprat Hole (STX),,10606033,323,10/8/2014,15,452,10/9/2014,,1/3/2016,11/14/2014,Temp_SpratHole_Oct14_10606033.hobo,,,,,,
Removed,Lang Hind FSA (STX),,10606028,855,10/8/2014,15,452,10/9/2014,,1/3/2016,11/14/2014,Temp_LangHindFSA_Oct14_10606028.hobo,,,,,,
Removed,Lang EEMP (STX),,10606029,305,10/8/2014,15,452,10/9/2014,,1/3/2016,11/14/2014,Temp_LangEEMP_Oct14_10606029.hobo,,,,,,
Removed,Kings Corner (STX),,10605984,396,10/8/2014,15,452,10/9/2014,,1/3/2016,11/14/2014,Temp_KingsCorner_Oct14_10605984.hobo,,,,,,
Removed,Jacks (STX),,10606027,398,10/8/2014,15,452,10/9/2014,,1/3/2016,11/14/2014,Temp_Jacks_Oct14_10606027.hobo,,,,,,
Removed,Great Pond (STX),,10605986,847,10/8/2014,15,452,10/9/2014,,1/3/2016,1/4/2016,Temp_GreatPond_Oct14_10605986.hobo,,,,,,
Removed,Cane 9m (STX),,10605979,861,10/8/2014,15,452,10/9/2014,,1/3/2016,11/14/2014,Temp_Cane9m_Oct14_10605979.hobo,,,Ordered replacement logger from Onset for this one.,,,
Removed,Cane 39m (STX),,10606030,382,10/8/2014,15,452,10/9/2014,,1/3/2016,11/14/2014,Temp_Cane39m_Oct14_10606030.hobo,,,Ordered replacement logger from Onset for this one.,,,
Removed,Cane 39m (STX),,10606032,843,10/8/2014,15,452,10/9/2014,,1/3/2016,11/14/2014,Temp_Cane39m_Oct14_10606032.hobo,,,Ordered replacement logger from Onset for this one.,,,
Removed,Salt Deep 40m (STX),,10605990,378,10/8/2014,15,452,10/9/2014,,1/3/2016,11/14/2014,Temp_SaltDeep40m_Oct14_10605990.hobo,,,Ordered replacement logger from Onset for this one.,,,
Removed,Salt Int 29m (STX),,10605985,813,10/8/2014,15,452,10/9/2014,,1/3/2016,11/14/2014,Temp_SaltInt29m_Oct14_10605985.hobo,,,Ordered replacement logger from Onset for this one.,,,
Removed,Mutton 24m (STX),,10605987,397,10/8/2014,15,452,10/9/2014,,1/3/2016,11/14/2014,Temp_Mutton24m_Oct14_10605987.hobo,,,Ordered replacement logger from Onset for this one.,,,
Removed,Mutton 39m (STX,,10605989,377,10/8/2014,15,452,10/9/2014,,1/3/2016,11/14/2014,Temp_Mutton39m_Oct14_10605989.hobo,,,Ordered replacement logger from Onset for this one.,,,
Removed,Seahorse,,10606031,857,10/20/2014,15,452,10/20/2014,,1/15/2016,9/11/2015,Temp_Seahorse_14Oct_10606031.csv,,,Ordered replacement logger from Onset for this one.,,,
Removed,Seahorse,,10605988,815,10/20/2014,15,452,10/20/2014,,1/15/2016,9/11/2015,Temp_Seahorse_14Oct_10605988.hobo,,,Ordered replacement logger from Onset for this one.,,,
Removed,Benner,,10606035,380,10/20/2014,15,452,10/20/2014,,1/15/2016,9/11/2015,Temp_Benner_14Oct_10606035.hobo,,,Ordered replacement logger from Onset for this one.,,,
Removed,Benner,,10606036,399,10/20/2014,15,452,10/20/2014,,1/15/2016,9/11/2015,Temp_Benner_14Oct_10606036.hobo,,,Ordered replacement logger from Onset for this one.,,,
Removed,Flat Cay,,10606034,379,10/20/2014,15,452,10/20/2014,,1/15/2016,9/11/2015,Temp_Flat_14Oct_10606034.hobo,,,Ordered replacement logger from Onset for this one.,,,
Removed,Flat Cay,,10605978,400,10/20/2014,15,452,10/20/2014,,1/15/2016,9/11/2015,Temp_Flat_14Oct_10605978.hobo,,,Ordered replacement logger from Onset for this one.,,,
Removed,Black Point,,10605981,302,10/20/2014,15,452,10/20/2014,,1/15/2016,9/11/2015,Temp_BlackPt_14Oct_10605981.hobo,,,Ordered replacement logger from Onset for this one.,,,
Removed,Black Point,,10605980,384,10/20/2014,15,452,10/20/2014,,1/15/2016,9/11/2015,Temp_BlackPt_14Oct_10605980.hobo,,,Ordered replacement logger from Onset for this one.,,,
Running,Hans Lollick Acropora,,10302374,788,11/12/2014,15,452,11/12/2014,,2/7/2016,,,,,Ordered replacement logger from Onset for this one.,,,
Running,Botany Acropora,,10306850,866,11/12/2014,15,452,11/12/2014,,2/7/2016,,,,,Ordered replacement logger from Onset for this one.,,,
Removed,College Shoal,,10606276,292,11/12/2014,15,452,11/12/2014,,2/7/2016,11/16/2015,Temp_CollegeShoal_14Nov_10606276.hobo,,,Ordered replacement logger from Onset for this one.,,,
Removed,Acoustic Range Test 1 (R.Nemeth),,10192560,495,11/14/2014,15,452,11/14/2014,,2/9/2016,12/21/2014,Temp_AcousticRangeTest1_14Nov_10192560.hobo,,,Ordered replacement logger from Onset for this one.,,,
Removed,Acoustic Range Test 3 (R.Nemeth),,10192583,302,11/14/2014,15,452,11/14/2014,,2/9/2016,12/21/2014,Temp_AcousticRangeTest3_14Nov_10192583.hobo,,,Ordered replacement logger from Onset for this one.,,,
Removed,Acoustic Range Test 4 (R.Nemeth),,10192572,300,11/14/2014,15,452,11/14/2014,,2/9/2016,11/18/2014,Temp_AcousticRangeTest4_14Nov_10192572.hobo,,,Ordered replacement logger from Onset for this one.,,,
Removed,Acoustic Range Test 5 (R.Nemeth),,10302371,786,11/14/2014,15,452,11/14/2014,,2/9/2016,12/21/2014,Temp_AcousticRangeTest5_14Nov_10302371.hobo,,,Ordered replacement logger from Onset for this one.,,,
Removed,Magens,,10192582,499,11/19/2014,15,452,11/19/2014,,2/14/2016,12/26/2014,Temp_Magens_14Nov_10192582.hobo,,,Ordered replacement logger from Onset for this one.,,,
Removed,Botany,,10587898,304,11/19/2014,15,452,11/19/2014,,2/14/2016,12/26/2014,Temp_Botany_14Nov_10587898.hobo,,,Ordered replacement logger from Onset for this one.,,,
Removed,BuckSTT,,10629067,790,11/19/2014,15,452,11/19/2014,,2/14/2016,9/8/2015,Temp_BuckSTT_14Nov_10629067.hobo,,,Ordered replacement logger from Onset for this one.,,,
Removed,South Water,,10629062,800,11/19/2014,15,452,11/19/2014,,2/14/2016,10/21/2015,Temp_SWater_14Nov_10629062.hobo,,,Ordered replacement logger from Onset for this one.,,,
Removed,Savana,,10629066,770,11/19/2014,15,452,11/19/2014,,2/14/2016,12/30/2014,Temp_Savana_14Nov_10629066.hobo,,,Ordered replacement logger from Onset for this one.,,,
Removed,Coral Bay,,10629068,767,11/24/2014,15,452,11/24/2014,,2/19/2016,10/21/2015,Temp_CoralBay_14Nov_10629068.hobo,,,Ordered replacement logger from Onset for this one.,,,
Removed,Fish Bay,,10629070,763,11/24/2014,15,452,11/24/2014,,2/19/2016,10/21/2015,Temp_FishBay_14Nov_10629070.hobo,,,Ordered replacement logger from Onset for this one.,,,
Removed,Meri Shoal,,10606275,785,11/24/2014,15,452,11/24/2014,,2/19/2016,12/31/2014,Temp_MeriShoal_14Nov_10606275.hobo,,,Ordered replacement logger from Onset for this one.,,,
Running,Rams Head Acropora,,10221314,483,11/24/2014,15,452,11/24/2014,,2/19/2016,,,,,Ordered replacement logger from Onset for this one.,,,
Running,Reef Bay Acropora,,10192577,497,11/24/2014,15,452,11/24/2014,,2/19/2016,,,,,Ordered replacement logger from Onset for this one.,,,
Running,Yawzi Point Acropora,,10629071,797,11/24/2014,15,452,11/24/2014,,2/19/2016,,,,,Ordered replacement logger from Onset for this one.,,,
Running,Cow and Calf Acropora,,10605982,850,11/24/2014,15,452,11/24/2014,,2/19/2016,,,,,Ordered replacement logger from Onset for this one.,,,
Running,Green Cay Acropora,,10629059,792,11/24/2014,15,452,11/24/2014,,2/19/2016,,,,,Ordered replacement logger from Onset for this one.,,,
